trip_id,driver_id,vehicle_id,source,destination,distance_km,load_kg,route,weather,traffic,fuel_used_l,co2_kg,fuel_cost,trip_date
T000459,D0437,V0057,Bengaluru,Belagavi,189.2,5355,Shortest,Rain,Medium,33.5,4.84,301.5,2026-01-20 03:00:00
T000460,D0274,V0030,Tumakuru,Mysuru,109.2,522,Shortest,Cloudy,Low,16.08,2.32,144.72,2026-01-20 04:00:00
T000461,D0113,V0188,Tumakuru,Mandya,345.1,5082,Fastest,Clear,Medium,25.85,58.21,2740.1,2026-01-20 05:00:00
T000462,D0323,V0193,Hassan,Belagavi,165.9,6979,Fastest,Cloudy,High,14.39,37.55,1367.05,2026-01-20 06:00:00
T000463,D0145,V0006,Mandya,Mysuru,208.0,5581,Fastest,Cloudy,High,38.33,5.73,344.97,2026-01-20 07:00:00
T000464,D0052,V0097,Hubballi,Bengaluru,259.0,6791,Fastest,Clear,High,47.39,106.87,5023.34,2026-01-20 08:00:00
T000465,D0377,V0087,Bengaluru,Belagavi,338.9,1892,Fastest,Clear,High,23.82,62.94,2262.9,2026-01-20 09:00:00
T000466,D0279,V0076,Tumakuru,Hubballi,199.4,2180,Shortest,Clear,Low,26.95,3.98,242.55,2026-01-20 10:00:00
T000467,D0087,V0029,Hassan,Hubballi,147.0,4178,Fastest,Clear,Medium,10.66,1.58,95.94,2026-01-20 11:00:00
T000468,D0458,V0171,Hubballi,Tumakuru,130.5,5440,Shortest,Fog,Low,19.75,38.52,1481.25,2026-01-20 12:00:00
T000469,D0076,V0100,Bengaluru,Belagavi,327.9,7818,Shortest,Cloudy,Medium,29.24,56.29,2193.0,2026-01-20 13:00:00
T000470,D0356,V0106,Mandya,Belagavi,147.1,5963,Fastest,Fog,Medium,16.4,2.46,147.6,2026-01-20 14:00:00
T000471,D0045,V0061,Hubballi,Bengaluru,211.7,6426,Fastest,Cloudy,High,45.09,103.2,4779.54,2026-01-20 15:00:00
T000472,D0108,V0058,Mandya,Hassan,171.9,1415,Shortest,Fog,Low,22.59,60.02,2146.05,2026-01-20 16:00:00
T000473,D0188,V0037,Mysuru,Tumakuru,296.4,1794,Fastest,Clear,Low,37.18,100.3,3532.1,2026-01-20 17:00:00
T000474,D0057,V0040,Tumakuru,Hassan,155.8,1483,Shortest,Clear,Medium,10.03,1.52,90.27,2026-01-20 18:00:00
T000475,D0140,V0024,Tumakuru,Mangaluru,185.6,9044,Eco,Fog,Low,21.55,40.2,1616.25,2026-01-20 19:00:00
T000476,D0085,V0014,Mysuru,Belagavi,248.5,6586,Shortest,Fog,Medium,59.22,136.9,6277.32,2026-01-20 20:00:00
T000477,D0283,V0052,Mysuru,Bengaluru,89.9,1030,Fastest,Rain,Low,15.54,34.44,1647.24,2026-01-20 21:00:00
T000478,D0100,V0081,Tumakuru,Bengaluru,343.6,6900,Shortest,Fog,High,37.7,101.46,3581.5,2026-01-20 22:00:00
T000479,D0083,V0039,Mandya,Bengaluru,213.8,8087,Fastest,Clear,Medium,23.86,46.03,1789.5,2026-01-20 23:00:00
T000480,D0439,V0111,Mangaluru,Hassan,279.2,1155,Shortest,Rain,High,45.44,104.38,4816.64,2026-01-21 00:00:00
T000481,D0049,V0117,Bengaluru,Mandya,272.9,5639,Fastest,Clear,Medium,35.44,98.43,3366.8,2026-01-21 01:00:00
T000482,D0474,V0036,Tumakuru,Hassan,342.9,2531,Shortest,Fog,High,66.62,151.18,7061.72,2026-01-21 02:00:00
T000483,D0450,V0175,Mangaluru,Mandya,47.6,1199,Shortest,Fog,Medium,4.59,0.69,41.31,2026-01-21 03:00:00
T000484,D0448,V0119,Hubballi,Mysuru,208.1,2031,Eco,Cloudy,Medium,16.96,45.42,1611.2,2026-01-21 04:00:00
T000485,D0360,V0190,Hubballi,Mandya,41.3,8302,Fastest,Fog,Low,3.85,10.3,365.75,2026-01-21 05:00:00
T000486,D0110,V0014,Hubballi,Bengaluru,329.0,3965,Fastest,Fog,Medium,74.96,172.76,7945.76,2026-01-21 06:00:00
T000487,D0458,V0067,Tumakuru,Belagavi,255.0,3515,Fastest,Cloudy,High,18.34,42.46,1944.04,2026-01-21 07:00:00
T000488,D0288,V0153,Mandya,Hubballi,164.1,3753,Fastest,Fog,Low,12.68,29.79,1344.08,2026-01-21 08:00:00
T000489,D0267,V0185,Mandya,Tumakuru,305.2,560,Eco,Fog,Medium,39.24,93.14,4159.44,2026-01-21 09:00:00
T000490,D0179,V0054,Hubballi,Mangaluru,200.2,3631,Shortest,Fog,Low,19.07,36.23,1430.25,2026-01-21 10:00:00
T000491,D0425,V0139,Belagavi,Mangaluru,349.7,7477,Shortest,Rain,Medium,79.76,154.02,5982.0,2026-01-21 11:00:00
T000492,D0146,V0180,Hubballi,Hassan,114.1,2125,Fastest,Fog,High,11.72,21.96,879.0,2026-01-21 12:00:00
T000493,D0149,V0108,Mysuru,Hubballi,166.6,3971,Fastest,Clear,High,13.4,2.04,120.6,2026-01-21 13:00:00
T000494,D0451,V0169,Hubballi,Bengaluru,330.1,4833,Eco,Rain,Medium,28.44,4.2,255.96,2026-01-21 14:00:00
T000495,D0088,V0147,Mangaluru,Belagavi,289.5,7545,Fastest,Rain,Medium,57.97,112.55,4347.75,2026-01-21 15:00:00
T000496,D0051,V0182,Mandya,Tumakuru,318.4,2569,Shortest,Fog,Low,54.49,8.53,490.41,2026-01-21 16:00:00
T000497,D0317,V0182,Bengaluru,Tumakuru,23.8,9407,Fastest,Cloudy,Low,3.58,0.54,32.22,2026-01-21 17:00:00
T000498,D0338,V0014,Hassan,Mandya,84.0,5005,Fastest,Fog,Medium,19.4,42.85,2056.4,2026-01-21 18:00:00
T000499,D0052,V0126,Mandya,Bengaluru,45.5,859,Eco,Cloudy,Medium,2.97,5.58,222.75,2026-01-21 19:00:00
T000500,D0500,V0088,Mandya,Hassan,23.3,6181,Eco,Clear,Low,3.36,9.23,319.2,2026-01-21 20:00:00
T000501,D0461,V0056,Bengaluru,Mangaluru,188.9,983,Eco,Rain,Low,20.94,56.74,1989.3,2026-01-21 21:00:00
T000502,D0129,V0045,Tumakuru,Hassan,265.9,3742,Shortest,Fog,Low,34.35,65.59,2576.25,2026-01-21 22:00:00
T000503,D0319,V0028,Belagavi,Hassan,311.3,6775,Eco,Rain,Medium,41.1,96.86,4356.6,2026-01-21 23:00:00
T000504,D0016,V0030,Tumakuru,Mangaluru,292.8,3447,Eco,Rain,Medium,52.05,7.88,468.45,2026-01-22 00:00:00
T000505,D0291,V0083,Bengaluru,Hassan,247.1,4311,Shortest,Cloudy,Medium,39.41,76.7,2955.75,2026-01-22 01:00:00
T000506,D0417,V0082,Mysuru,Mangaluru,314.6,3746,Fastest,Fog,Medium,38.29,104.5,3637.55,2026-01-22 02:00:00
T000507,D0146,V0034,Hubballi,Mysuru,210.2,7099,Fastest,Clear,Medium,24.44,47.85,1833.0,2026-01-22 03:00:00
T000508,D0397,V0081,Tumakuru,Mandya,124.7,8590,Shortest,Clear,High,12.4,33.47,1178.0,2026-01-22 04:00:00
T000509,D0371,V0112,Hassan,Bengaluru,292.4,4208,Fastest,Rain,High,23.15,3.54,208.35,2026-01-22 05:00:00
T000510,D0314,V0098,Mysuru,Bengaluru,332.6,4922,Shortest,Rain,High,34.31,78.77,3636.86,2026-01-22 06:00:00
T000511,D0245,V0170,Hubballi,Mangaluru,167.4,8529,Eco,Cloudy,High,36.05,67.67,2703.75,2026-01-22 07:00:00
T000512,D0498,V0127,Hassan,Hubballi,233.6,1487,Fastest,Clear,Low,18.4,36.15,1380.0,2026-01-22 08:00:00
T000513,D0055,V0034,Mangaluru,Belagavi,331.6,4084,Eco,Cloudy,High,37.2,70.99,2790.0,2026-01-22 09:00:00
T000514,D0382,V0029,Tumakuru,Belagavi,210.5,4441,Fastest,Fog,Low,16.73,2.55,150.57,2026-01-22 10:00:00
T000515,D0171,V0014,Mysuru,Hassan,162.4,7730,Eco,Fog,High,46.49,107.66,4927.94,2026-01-22 11:00:00
T000516,D0113,V0030,Belagavi,Tumakuru,163.1,1370,Fastest,Cloudy,Low,25.01,3.71,225.09,2026-01-22 12:00:00
T000517,D0148,V0181,Tumakuru,Hassan,87.9,5218,Shortest,Rain,High,7.97,15.15,597.75,2026-01-22 13:00:00
T000518,D0342,V0122,Mysuru,Mandya,81.8,7511,Eco,Cloudy,Low,8.31,22.91,789.45,2026-01-22 14:00:00
T000519,D0291,V0175,Bengaluru,Tumakuru,308.2,5262,Fastest,Clear,Low,26.59,4.03,239.31,2026-01-22 15:00:00
T000520,D0155,V0182,Tumakuru,Hubballi,180.5,5967,Shortest,Clear,Medium,32.86,4.76,295.74,2026-01-22 16:00:00
T000521,D0016,V0063,Hubballi,Belagavi,92.7,9963,Shortest,Rain,Medium,9.52,1.42,85.68,2026-01-22 17:00:00
T000522,D0201,V0151,Belagavi,Tumakuru,77.7,7336,Eco,Rain,Medium,6.63,1.03,59.67,2026-01-22 18:00:00
T000523,D0349,V0039,Mangaluru,Mandya,56.4,9071,Eco,Cloudy,Medium,6.84,12.94,513.0,2026-01-22 19:00:00
T000524,D0221,V0091,Tumakuru,Belagavi,215.7,510,Fastest,Rain,Low,18.0,2.6,162.0,2026-01-22 20:00:00
T000525,D0243,V0091,Hassan,Tumakuru,213.1,4575,Shortest,Cloudy,Low,19.74,3.07,177.66,2026-01-22 21:00:00
T000526,D0070,V0107,Mangaluru,Belagavi,210.8,9581,Fastest,Cloudy,Medium,25.06,48.26,1879.5,2026-01-22 22:00:00
T000527,D0182,V0110,Mysuru,Mandya,193.8,8143,Eco,Rain,Medium,31.08,83.18,2952.6,2026-01-22 23:00:00
T000528,D0279,V0145,Tumakuru,Belagavi,100.1,5306,Fastest,Cloudy,High,13.67,36.36,1298.65,2026-01-23 00:00:00
T000529,D0050,V0075,Bengaluru,Hassan,293.9,9764,Eco,Rain,High,70.4,166.14,7462.4,2026-01-23 01:00:00
T000530,D0322,V0080,Belagavi,Mysuru,93.8,605,Eco,Cloudy,Medium,6.4,0.95,57.6,2026-01-23 02:00:00
T000531,D0475,V0032,Mysuru,Tumakuru,28.1,5413,Eco,Fog,Low,3.68,0.56,33.12,2026-01-23 03:00:00
T000532,D0262,V0190,Mandya,Hubballi,27.1,9456,Fastest,Cloudy,Low,2.18,5.91,207.1,2026-01-23 04:00:00
T000533,D0235,V0031,Mysuru,Tumakuru,157.6,9744,Eco,Clear,Medium,11.83,31.86,1123.85,2026-01-23 05:00:00
T000534,D0463,V0181,Belagavi,Mandya,23.0,9102,Eco,Cloudy,Medium,1.81,3.45,135.75,2026-01-23 06:00:00
T000535,D0470,V0166,Mandya,Hassan,279.0,8425,Eco,Fog,Low,33.35,89.07,3168.25,2026-01-23 07:00:00
T000536,D0437,V0188,Mangaluru,Tumakuru,223.8,3107,Fastest,Clear,Low,15.17,35.78,1608.02,2026-01-23 08:00:00
T000537,D0473,V0017,Hassan,Bengaluru,316.9,1514,Shortest,Fog,Medium,36.56,82.99,3875.36,2026-01-23 09:00:00
T000538,D0130,V0126,Belagavi,Hassan,64.0,7668,Shortest,Cloudy,Low,5.13,9.43,384.75,2026-01-23 10:00:00
T000539,D0397,V0105,Mysuru,Mandya,31.0,9810,Shortest,Clear,Medium,2.36,0.36,21.24,2026-01-23 11:00:00
T000540,D0225,V0110,Belagavi,Tumakuru,136.2,6662,Fastest,Cloudy,Low,17.06,46.3,1620.7,2026-01-23 12:00:00
T000541,D0361,V0092,Bengaluru,Mandya,291.0,1613,Fastest,Rain,Medium,39.26,75.31,2944.5,2026-01-23 13:00:00
T000542,D0016,V0009,Mysuru,Mangaluru,175.4,6038,Eco,Rain,High,17.17,39.99,1820.02,2026-01-23 14:00:00
T000543,D0037,V0107,Bengaluru,Mandya,182.9,1820,Shortest,Clear,Medium,21.31,40.23,1598.25,2026-01-23 15:00:00
T000544,D0477,V0015,Belagavi,Mandya,277.9,931,Fastest,Cloudy,Low,45.56,87.93,3417.0,2026-01-23 16:00:00
T000545,D0061,V0158,Mandya,Tumakuru,251.4,6524,Eco,Clear,Medium,18.06,34.28,1354.5,2026-01-23 17:00:00
T000546,D0030,V0033,Bengaluru,Belagavi,24.9,7685,Fastest,Clear,Low,2.28,0.34,20.52,2026-01-23 18:00:00
T000547,D0362,V0189,Mysuru,Hubballi,45.3,6348,Fastest,Cloudy,Medium,8.69,16.41,651.75,2026-01-23 19:00:00
T000548,D0041,V0053,Mysuru,Bengaluru,134.4,2746,Shortest,Fog,Medium,12.78,1.99,115.02,2026-01-23 20:00:00
T000549,D0302,V0099,Belagavi,Bengaluru,27.0,5421,Fastest,Rain,Medium,2.34,5.22,248.04,2026-01-23 21:00:00
T000550,D0278,V0196,Hubballi,Mysuru,237.8,6198,Fastest,Rain,Low,32.09,86.86,3048.55,2026-01-23 22:00:00
T000551,D0284,V0100,Hubballi,Belagavi,161.1,5209,Shortest,Clear,Low,12.47,22.9,935.25,2026-01-23 23:00:00
T000552,D0128,V0198,Mandya,Bengaluru,112.6,9393,Eco,Rain,Low,20.63,47.55,2186.78,2026-01-24 00:00:00
T000553,D0228,V0119,Bengaluru,Mysuru,121.3,782,Eco,Rain,Low,8.94,23.75,849.3,2026-01-24 01:00:00
T000554,D0093,V0067,Mysuru,Hassan,316.0,5024,Eco,Clear,Medium,22.54,49.9,2389.24,2026-01-24 02:00:00
T000555,D0284,V0184,Mandya,Hubballi,187.2,4234,Fastest,Rain,Low,16.87,2.55,151.83,2026-01-24 03:00:00
T000556,D0040,V0061,Hassan,Mandya,56.0,3843,Eco,Clear,High,10.62,24.35,1125.72,2026-01-24 04:00:00
T000557,D0483,V0076,Mangaluru,Mandya,341.8,1010,Fastest,Rain,Medium,51.91,7.46,467.19,2026-01-24 05:00:00
T000558,D0391,V0167,Mangaluru,Mysuru,145.0,1785,Fastest,Cloudy,Medium,24.78,58.2,2626.68,2026-01-24 06:00:00
T000559,D0138,V0050,Bengaluru,Mangaluru,175.9,9924,Eco,Fog,Medium,15.92,31.12,1194.0,2026-01-24 07:00:00
T000560,D0335,V0124,Hubballi,Mandya,46.3,4274,Eco,Clear,Medium,7.24,14.17,543.0,2026-01-24 08:00:00
T000561,D0216,V0130,Tumakuru,Belagavi,114.7,2931,Shortest,Clear,Medium,19.02,2.87,171.18,2026-01-24 09:00:00
T000562,D0354,V0043,Belagavi,Mangaluru,53.3,1696,Fastest,Fog,Low,4.21,8.01,315.75,2026-01-24 10:00:00
T000563,D0379,V0091,Mangaluru,Tumakuru,220.9,7854,Eco,Clear,Low,20.52,3.16,184.68,2026-01-24 11:00:00
T000564,D0333,V0117,Mysuru,Mandya,315.5,6715,Eco,Rain,High,50.62,140.23,4808.9,2026-01-24 12:00:00
T000565,D0022,V0189,Hubballi,Mandya,126.5,3951,Eco,Cloudy,Low,21.94,42.63,1645.5,2026-01-24 13:00:00
T000566,D0386,V0028,Belagavi,Mysuru,312.2,4295,Shortest,Rain,High,46.87,106.23,4968.22,2026-01-24 14:00:00
T000567,D0483,V0147,Bengaluru,Tumakuru,294.7,7487,Shortest,Cloudy,Medium,55.08,105.07,4131.0,2026-01-24 15:00:00
T000568,D0412,V0021,Tumakuru,Bengaluru,305.3,4144,Shortest,Clear,Medium,28.91,55.41,2168.25,2026-01-24 16:00:00
T000569,D0431,V0143,Mangaluru,Bengaluru,163.0,1083,Shortest,Rain,Low,15.45,2.23,139.05,2026-01-24 17:00:00
T000570,D0439,V0186,Mandya,Hubballi,183.9,4009,Fastest,Clear,High,17.01,32.62,1275.75,2026-01-24 18:00:00
T000571,D0431,V0060,Hassan,Hubballi,135.1,5286,Shortest,Cloudy,Medium,13.84,2.17,124.56,2026-01-24 19:00:00
T000572,D0091,V0119,Tumakuru,Hassan,339.9,5724,Shortest,Fog,Low,30.96,84.03,2941.2,2026-01-24 20:00:00
T000573,D0288,V0198,Bengaluru,Hassan,108.4,5795,Eco,Fog,Low,19.75,46.97,2093.5,2026-01-24 21:00:00
T000574,D0294,V0043,Mangaluru,Hubballi,290.1,9282,Fastest,Fog,Low,25.87,49.33,1940.25,2026-01-24 22:00:00
T000575,D0026,V0133,Mysuru,Belagavi,252.6,3948,Eco,Clear,High,22.4,42.5,1680.0,2026-01-24 23:00:00
T000576,D0019,V0006,Mangaluru,Mandya,156.4,9127,Fastest,Cloudy,Low,25.04,3.78,225.36,2026-01-25 00:00:00
T000577,D0206,V0034,Bengaluru,Hassan,267.5,4923,Fastest,Fog,High,36.84,68.85,2763.0,2026-01-25 01:00:00
T000578,D0263,V0191,Hubballi,Mysuru,294.4,883,Eco,Rain,Medium,55.35,103.14,4151.25,2026-01-25 02:00:00
T000579,D0009,V0128,Tumakuru,Hassan,113.9,6949,Eco,Cloudy,Medium,24.77,48.25,1857.75,2026-01-25 03:00:00
T000580,D0500,V0022,Belagavi,Tumakuru,56.0,2062,Shortest,Cloudy,High,5.63,15.5,534.85,2026-01-25 04:00:00
T000581,D0173,V0039,Hassan,Bengaluru,273.2,1098,Eco,Rain,High,28.5,53.08,2137.5,2026-01-25 05:00:00
T000582,D0218,V0180,Hassan,Mandya,172.3,1769,Eco,Clear,Low,11.34,21.96,850.5,2026-01-25 06:00:00
T000583,D0448,V0141,Belagavi,Mysuru,226.6,7350,Eco,Cloudy,High,36.81,69.82,2760.75,2026-01-25 07:00:00
T000584,D0310,V0065,Mandya,Mysuru,115.8,8235,Eco,Rain,High,26.72,62.14,2832.32,2026-01-25 08:00:00
T000585,D0097,V0052,Mandya,Tumakuru,42.1,2037,Shortest,Rain,High,9.02,21.03,956.12,2026-01-25 09:00:00
T000586,D0300,V0187,Mangaluru,Hubballi,24.7,5509,Eco,Rain,Medium,2.39,0.37,21.51,2026-01-25 10:00:00
T000587,D0301,V0166,Hassan,Mandya,78.8,6774,Eco,Cloudy,High,9.78,26.25,929.1,2026-01-25 11:00:00
T000588,D0085,V0122,Hassan,Mysuru,50.1,504,Eco,Cloudy,Low,4.61,12.7,437.95,2026-01-25 12:00:00
T000589,D0243,V0091,Mysuru,Mandya,204.8,5607,Shortest,Fog,High,26.06,3.93,234.54,2026-01-25 13:00:00
T000590,D0461,V0112,Belagavi,Hassan,249.4,6204,Fastest,Clear,High,20.01,3.04,180.09,2026-01-25 14:00:00
T000591,D0227,V0093,Hassan,Tumakuru,143.5,9118,Fastest,Clear,Low,23.54,43.98,1765.5,2026-01-25 15:00:00
T000592,D0321,V0015,Tumakuru,Hubballi,178.0,9874,Fastest,Rain,Medium,42.14,83.52,3160.5,2026-01-25 16:00:00
T000593,D0377,V0046,Mysuru,Bengaluru,141.9,2656,Fastest,Cloudy,High,12.33,1.87,110.97,2026-01-25 17:00:00
T000594,D0087,V0151,Hassan,Hubballi,222.6,6500,Shortest,Rain,High,20.17,3.07,181.53,2026-01-25 18:00:00
T000595,D0259,V0105,Tumakuru,Bengaluru,77.0,3333,Shortest,Cloudy,High,6.34,0.92,57.06,2026-01-25 19:00:00
T000596,D0374,V0023,Mysuru,Mangaluru,327.0,3541,Eco,Clear,Low,57.45,107.36,4308.75,2026-01-25 20:00:00
T000597,D0387,V0189,Hassan,Mandya,296.3,2674,Eco,Cloudy,High,57.88,112.69,4341.0,2026-01-25 21:00:00
T000598,D0048,V0126,Hassan,Mysuru,343.2,6318,Shortest,Fog,Medium,32.54,62.18,2440.5,2026-01-25 22:00:00
T000599,D0331,V0175,Mandya,Mangaluru,207.7,5229,Fastest,Fog,Medium,22.32,3.22,200.88,2026-01-25 23:00:00
T000600,D0240,V0151,Bengaluru,Mysuru,190.6,5791,Eco,Fog,Low,14.64,2.24,131.76,2026-01-26 00:00:00
T000601,D0084,V0120,Mangaluru,Mandya,233.8,9458,Fastest,Rain,Medium,24.03,63.7,2282.85,2026-01-26 01:00:00
T000602,D0206,V0077,Hassan,Mandya,258.7,1157,Fastest,Fog,High,23.44,45.79,1758.0,2026-01-26 02:00:00
T000603,D0385,V0036,Mandya,Mangaluru,74.9,2628,Shortest,Cloudy,High,12.67,29.22,1343.02,2026-01-26 03:00:00
T000604,D0121,V0053,Mandya,Mysuru,311.4,7652,Fastest,Clear,Low,26.82,4.04,241.38,2026-01-26 04:00:00
T000605,D0362,V0063,Hubballi,Mangaluru,90.1,2069,Eco,Fog,Medium,8.51,1.31,76.59,2026-01-26 05:00:00
T000606,D0454,V0156,Mangaluru,Hassan,241.1,3418,Fastest,Clear,Low,14.83,33.64,1571.98,2026-01-26 06:00:00
T000607,D0197,V0168,Belagavi,Mysuru,34.6,3447,Eco,Clear,Medium,4.1,9.28,434.6,2026-01-26 07:00:00
T000608,D0442,V0104,Mysuru,Tumakuru,286.1,700,Fastest,Clear,High,30.44,4.55,273.96,2026-01-26 08:00:00
T000609,D0191,V0200,Hubballi,Mandya,264.9,8258,Shortest,Fog,High,26.05,70.97,2474.75,2026-01-26 09:00:00
T000610,D0025,V0119,Mangaluru,Hubballi,214.8,5115,Fastest,Fog,Medium,21.79,56.84,2070.05,2026-01-26 10:00:00
T000611,D0229,V0084,Bengaluru,Mangaluru,108.2,5377,Shortest,Fog,Low,9.89,25.62,939.55,2026-01-26 11:00:00
T000612,D0498,V0118,Mandya,Hubballi,67.7,4499,Shortest,Rain,Medium,5.14,9.93,385.5,2026-01-26 12:00:00
T000613,D0384,V0078,Mysuru,Tumakuru,189.2,7422,Eco,Rain,High,19.42,36.45,1456.5,2026-01-26 13:00:00
T000614,D0410,V0013,Tumakuru,Mandya,223.1,6631,Shortest,Cloudy,High,35.6,81.59,3773.6,2026-01-26 14:00:00
T000615,D0010,V0107,Hubballi,Mysuru,243.8,2626,Eco,Fog,Low,29.98,54.85,2248.5,2026-01-26 15:00:00
T000616,D0305,V0085,Tumakuru,Hubballi,255.0,9371,Eco,Fog,High,28.68,65.35,3040.08,2026-01-26 16:00:00
T000617,D0207,V0009,Belagavi,Mysuru,195.6,9860,Fastest,Fog,Medium,20.89,48.25,2214.34,2026-01-26 17:00:00
T000618,D0181,V0145,Mangaluru,Hassan,242.6,7570,Eco,Cloudy,High,33.27,90.82,3160.65,2026-01-26 18:00:00
T000619,D0149,V0046,Mysuru,Bengaluru,150.6,3106,Shortest,Clear,High,11.75,1.74,105.75,2026-01-26 19:00:00
T000620,D0275,V0137,Mysuru,Hubballi,312.0,6925,Fastest,Rain,High,36.8,87.83,3900.8,2026-01-26 20:00:00
T000621,D0298,V0168,Mangaluru,Belagavi,173.1,7350,Eco,Clear,Medium,22.08,50.31,2340.48,2026-01-26 21:00:00
T000622,D0047,V0095,Hubballi,Bengaluru,127.3,872,Shortest,Fog,High,26.53,3.93,238.77,2026-01-26 22:00:00
T000623,D0068,V0076,Hassan,Mysuru,175.8,1561,Fastest,Cloudy,Medium,26.55,4.1,238.95,2026-01-26 23:00:00
T000624,D0237,V0185,Mysuru,Belagavi,219.3,1644,Fastest,Cloudy,Low,23.39,54.26,2479.34,2026-01-27 00:00:00
T000625,D0247,V0186,Mysuru,Hubballi,276.3,1479,Eco,Clear,Medium,22.18,41.68,1663.5,2026-01-27 01:00:00
T000626,D0087,V0094,Mysuru,Bengaluru,68.2,7264,Shortest,Clear,High,9.36,25.01,889.2,2026-01-27 02:00:00
T000627,D0228,V0085,Belagavi,Hubballi,100.8,7878,Shortest,Rain,High,10.86,25.77,1151.16,2026-01-27 03:00:00
T000628,D0325,V0079,Mangaluru,Hubballi,116.1,8287,Shortest,Cloudy,High,10.86,1.68,97.74,2026-01-27 04:00:00
T000629,D0187,V0185,Bengaluru,Belagavi,89.8,8832,Shortest,Clear,Medium,11.38,25.86,1206.28,2026-01-27 05:00:00
T000630,D0247,V0045,Mangaluru,Hassan,305.6,8429,Eco,Cloudy,High,39.79,75.54,2984.25,2026-01-27 06:00:00
T000631,D0434,V0135,Mysuru,Hubballi,85.0,4241,Shortest,Clear,High,12.54,33.67,1191.3,2026-01-27 07:00:00
T000632,D0132,V0190,Mysuru,Belagavi,38.5,3493,Shortest,Cloudy,Low,3.19,8.38,303.05,2026-01-27 08:00:00
T000633,D0268,V0078,Mysuru,Hubballi,82.7,1497,Fastest,Clear,Low,5.62,10.67,421.5,2026-01-27 09:00:00
T000634,D0278,V0151,Hassan,Tumakuru,58.4,4022,Shortest,Cloudy,Low,3.73,0.56,33.57,2026-01-27 10:00:00
T000635,D0324,V0046,Belagavi,Bengaluru,103.1,5884,Shortest,Rain,Medium,8.88,1.36,79.92,2026-01-27 11:00:00
T000636,D0004,V0082,Tumakuru,Hubballi,165.2,8848,Eco,Cloudy,Medium,19.77,54.26,1878.15,2026-01-27 12:00:00
T000637,D0257,V0079,Mandya,Mysuru,277.0,5743,Shortest,Cloudy,Medium,21.74,3.24,195.66,2026-01-27 13:00:00
T000638,D0490,V0133,Hubballi,Belagavi,76.7,8262,Shortest,Cloudy,Medium,6.35,12.01,476.25,2026-01-27 14:00:00
T000639,D0218,V0145,Mangaluru,Hubballi,136.8,6947,Eco,Fog,Medium,19.33,52.49,1836.35,2026-01-27 15:00:00
T000640,D0165,V0110,Hassan,Mysuru,238.5,6765,Eco,Rain,Low,33.95,89.92,3225.25,2026-01-27 16:00:00
T000641,D0400,V0169,Mangaluru,Hubballi,178.3,6890,Shortest,Fog,Low,14.26,2.16,128.34,2026-01-27 17:00:00
T000642,D0069,V0192,Tumakuru,Mangaluru,141.9,1712,Eco,Clear,Medium,10.14,1.52,91.26,2026-01-27 18:00:00
T000643,D0012,V0036,Mangaluru,Tumakuru,200.4,1614,Shortest,Rain,High,37.63,85.24,3988.78,2026-01-27 19:00:00
T000644,D0310,V0192,Belagavi,Mandya,129.9,879,Fastest,Rain,Medium,9.72,1.43,87.48,2026-01-27 20:00:00
T000645,D0252,V0073,Hubballi,Bengaluru,336.7,9917,Eco,Rain,High,38.4,91.27,4070.4,2026-01-27 21:00:00
T000646,D0221,V0071,Belagavi,Tumakuru,234.6,8130,Eco,Clear,High,23.1,43.75,1732.5,2026-01-27 22:00:00
T000647,D0005,V0058,Hubballi,Bengaluru,152.5,5781,Eco,Fog,Low,23.07,63.86,2191.65,2026-01-27 23:00:00
T000648,D0158,V0047,Mangaluru,Hubballi,306.2,2153,Fastest,Cloudy,Low,34.84,5.17,313.56,2026-01-28 00:00:00
T000649,D0120,V0056,Hassan,Hubballi,88.9,6321,Fastest,Fog,Medium,12.69,34.21,1205.55,2026-01-28 01:00:00
T000650,D0497,V0045,Hubballi,Mysuru,87.9,8801,Shortest,Clear,Low,9.98,19.87,748.5,2026-01-28 02:00:00
T000651,D0058,V0117,Hassan,Bengaluru,283.9,764,Fastest,Rain,High,42.96,112.7,4081.2,2026-01-28 03:00:00
T000652,D0009,V0071,Tumakuru,Mysuru,349.9,5796,Fastest,Fog,Medium,35.51,64.91,2663.25,2026-01-28 04:00:00
T000653,D0317,V0107,Bengaluru,Mangaluru,284.8,3080,Eco,Rain,Medium,39.63,77.23,2972.25,2026-01-28 05:00:00
T000654,D0165,V0008,Hassan,Mandya,153.2,923,Eco,Rain,High,11.63,30.65,1104.85,2026-01-28 06:00:00
T000655,D0215,V0017,Mandya,Mysuru,53.0,2341,Eco,Cloudy,Low,5.22,12.05,553.32,2026-01-28 07:00:00
T000656,D0253,V0192,Tumakuru,Mysuru,126.5,9859,Fastest,Clear,Medium,10.24,1.52,92.16,2026-01-28 08:00:00
T000657,D0364,V0119,Mysuru,Mandya,94.7,9018,Shortest,Rain,Medium,8.57,23.09,814.15,2026-01-28 09:00:00
T000658,D0094,V0004,Bengaluru,Hubballi,319.0,2842,Shortest,Clear,Low,39.51,5.81,355.59,2026-01-28 10:00:00
T000659,D0226,V0031,Hubballi,Hassan,347.6,5076,Shortest,Rain,High,31.17,83.23,2961.15,2026-01-28 11:00:00
T000660,D0401,V0094,Mysuru,Hubballi,302.6,7488,Shortest,Rain,Low,38.17,103.22,3626.15,2026-01-28 12:00:00
